Prekë;Pavadinimas;Barkodas;Grupë;Vartotojas;Sandëlis;Kiekis;Pard. kaina<br>(be PVM);Pard. suma;PVM proc.;PVM suma;Suma;Grupës pav.
MZ-88-H1801;Megztinis;MZ-88-H1801;MEGZTINIAI;-;-;MINS;3,0000;8,2600;24,7800;21,0000;5,1900;29,9700;Megztiniai
MZ-8K-362;Megztinis;MZ-8K-362;MEGZTINIAI;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Megztiniai
MZ-8K-5701;Megztinis;MZ-8K-5701;MEGZTINIAI;-;-;MINS;4,0000;8,2600;33,0400;21,0000;6,9200;39,9600;Megztiniai
MZ-8K-988;Megztinis;MZ-8K-988;MEGZTINIAI;-;-;MINS;3,0000;8,2600;24,7800;21,0000;5,1900;29,9700;Megztiniai
MZ-8K-G8114;Megztinis;MZ-8K-G8114;MEGZTINIAI;-;-;MINS;2,0000;8,2600;16,5200;21,0000;3,4600;19,9800;Megztiniai
MZ-8K-H260;Megztinis;MZ-8K-H260;MEGZTINIAI;-;-;MINS;6,0000;8,2600;49,5600;21,0000;10,3800;59,9400;Megztiniai
MZ-8K-H7031;Megztinis;MZ-8K-H7031;MEGZTINIAI;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Megztiniai
MZ-8K-PA025;Megztinis;MZ-8K-PA025;MEGZTINIAI;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Megztiniai
MZ-97-1328;Megztinis;MZ-97-1328;MEGZTINIAI;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Megztiniai
MZ-97-1859;Megztinis;MZ-97-1859;MEGZTINIAI;-;-;MINS;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-97-7304;Megztinis;MZ-97-7304;MEGZTINIAI;-;-;MINS;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-97-8210;Megztinis;MZ-97-8210;MEGZTINIAI;-;-;MINS;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-97-8747;Megztinis;MZ-97-8747;MEGZTINIAI;-;-;MINS;2,0000;5,3700;10,7400;21,0000;2,2600;13,0000;Megztiniai
MZ-97-8787;Megztinis;MZ-97-8787;MEGZTINIAI;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Megztiniai
MZ-97-89251;Megztinis;MZ-97-89251;MEGZTINIAI;-;-;MINS;3,0000;8,2600;24,7800;21,0000;5,1900;29,9700;Megztiniai
MZ-97-8929;Megztinis;MZ-97-8929;MEGZTINIAI;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Megztiniai
MZ-97-9067;Megztinis;MZ-97-9067;MEGZTINIAI;-;-;MINS;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Megztiniai
MZ-97-9342;Megztinis;MZ-97-9342;MEGZTINIAI;-;-;MINS;5,0000;8,2580;41,2900;21,0000;8,6600;49,9500;Megztiniai
MZ-97-9342;Megztinis;MZ-97-9342;MEGZTINIAI;-;-;MINS;-1,0000;8,2600;-8,2600;21,0000;-1,7300;-9,9900;Megztiniai
MZ-97-9407;Megztinis;MZ-97-9407;MEGZTINIAI;-;-;MINS;3,0000;8,2600;24,7800;21,0000;5,1900;29,9700;Megztiniai
MZ-97-9408;Megztinis;MZ-97-9408;MEGZTINIAI;-;-;MINS;3,0000;8,2600;24,7800;21,0000;5,1900;29,9700;Megztiniai
MZ-97-9449;Megztinis;MZ-97-9449;MEGZTINIAI;-;-;MINS;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-97-97121;Megztinis;MZ-97-97121;MEGZTINIAI;-;-;MINS;4,0000;16,5200;66,0800;21,0000;13,8800;79,9600;Megztiniai
MZ-97-97476;Megztinis;MZ-97-97476;MEGZTINIAI;-;-;MINS;1,0000;10,7400;10,7400;21,0000;2,2500;12,9900;Megztiniai
MZ-97-97499;Megztinis;MZ-97-97499;MEGZTINIAI;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-97-97679;Megztinis;MZ-97-97679;MEGZTINIAI;-;-;MINS;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-97-97702;Megztinis;MZ-97-97702;MEGZTINIAI;-;-;MINS;4,0000;14,0400;56,1600;21,0000;11,8000;67,9600;Megztiniai
MZ-97-97727;Megztinis;MZ-97-97727;MEGZTINIAI;-;-;MINS;3,0000;14,0400;42,1200;21,0000;8,8500;50,9700;Megztiniai
MZ-97-97761;Megztinis;MZ-97-97761;MEGZTINIAI;-;-;MINS;2,0000;12,3900;24,7800;21,0000;5,2000;29,9800;Megztiniai
MZ-97-97784;Megztinis;MZ-97-97784;MEGZTINIAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZ-97-9871;Megztinis;MZ-97-9871;MEGZTINIAI;-;-;MINS;2,0000;3,0150;6,0300;21,0000;1,2700;7,3000;Megztiniai
MZ-97-G651;Megztinis;MZ-97-G651;MEGZTINIAI;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-97-G669;Megztinis;MZ-97-G669;MEGZTINIAI;-;-;MINS;3,0000;14,0400;42,1200;21,0000;8,8500;50,9700;Megztiniai
MZ-97-G700;Megztinis;MZ-97-G700;MEGZTINIAI;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-98-7673;Megztinis;MZ-98-7673;MEGZTINIAI;-;-;MINS;6,0000;12,3900;74,3400;21,0000;15,6000;89,9400;Megztiniai
MZ-98-96067;Megztinis;MZ-98-96067;MEGZTINIAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZ-98-96076;Megztinis;MZ-98-96076;MEGZTINIAI;-;-;MINS;4,0000;14,0400;56,1600;21,0000;11,8000;67,9600;Megztiniai
MZ-98-9695;Megztinis;MZ-98-9695;MEGZTINIAI;-;-;MINS;4,0000;5,3700;21,4800;21,0000;4,5200;26,0000;Megztiniai
MZ-98-97036;Megztinis;MZ-98-97036;MEGZTINIAI;-;-;MINS;2,0000;10,7400;21,4800;21,0000;4,5000;25,9800;Megztiniai
MZ-98-97050;Megztinis;MZ-98-97050;MEGZTINIAI;-;-;MINS;4,0000;10,7400;42,9600;21,0000;9,0000;51,9600;Megztiniai
MZ-98-97132;Megztinis;MZ-98-97132;MEGZTINIAI;-;-;MINS;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-98-9727;Megztinis;MZ-98-9727;MEGZTINIAI;-;-;MINS;4,0000;5,3700;21,4800;21,0000;4,5200;26,0000;Megztiniai
MZ-98-9739;Megztinis;MZ-98-9739;MEGZTINIAI;-;-;MINS;7,0000;5,3700;37,5900;21,0000;7,9100;45,5000;Megztiniai
MZ-98-97463;Megztinis;MZ-98-97463;MEGZTINIAI;-;-;MINS;3,0000;16,5200;49,5600;21,0000;10,4100;59,9700;Megztiniai
MZ-98-97508;Megztinis;MZ-98-97508;MEGZTINIAI;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Megztiniai
MZ-98-97526;Megztinis;MZ-98-97526;MEGZTINIAI;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-98-9769;Megztinis;MZ-98-9769;MEGZTINIAI;-;-;MINS;6,0000;5,3700;32,2200;21,0000;6,7800;39,0000;Megztiniai
MZ-98-97714;Megztinis;MZ-98-97714;MEGZTINIAI;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Megztiniai
MZ-98-97742;Megztinis;MZ-98-97742;MEGZTINIAI;-;-;MINS;3,0000;14,0400;42,1200;21,0000;8,8500;50,9700;Megztiniai
MZ-98-97865;Megztinis;MZ-98-97865;MEGZTINIAI;-;-;MINS;3,0000;16,5200;49,5600;21,0000;10,4100;59,9700;Megztiniai
MZ-98-97953;Megztinis;MZ-98-97953;MEGZTINIAI;-;-;MINS;3,0000;14,0400;42,1200;21,0000;8,8500;50,9700;Megztiniai
MZ-98-97990;Megztinis;MZ-98-97990;MEGZTINIAI;-;-;MINS;3,0000;16,5200;49,5600;21,0000;10,4100;59,9700;Megztiniai
MZ-99-2596;Megztinis;MZ-99-2596;MEGZTINIAI;-;-;MINS;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-99-2678;Megztinis;MZ-99-2678;MEGZTINIAI;-;-;MINS;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-99-9293;Megztinis;MZ-99-9293;MEGZTINIAI;-;-;MINS;3,0000;12,3900;37,1700;21,0000;7,8000;44,9700;Megztiniai
MZ-99-9295;Megztinis;MZ-99-9295;MEGZTINIAI;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-99-9312;Megztinis;MZ-99-9312;MEGZTINIAI;-;-;MINS;2,0000;12,3900;24,7800;21,0000;5,2000;29,9800;Megztiniai
MZ-99-9343;Megztinis;MZ-99-9343;MEGZTINIAI;-;-;MINS;2,0000;12,3900;24,7800;21,0000;5,2000;29,9800;Megztiniai
MZ-99-9451;Megztinis;MZ-99-9451;MEGZTINIAI;-;-;MINS;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-9K-1706;Megztinis;MZ-9K-1706;MEGZTINIAI;-;-;MINS;3,0000;16,5200;49,5600;21,0000;10,4100;59,9700;Megztiniai
MZ-9K-1707;Megztinis;MZ-9K-1707;MEGZTINIAI;-;-;MINS;8,0000;14,7138;117,7100;21,0000;24,7200;142,4300;Megztiniai
MZ-9K-2161;Megztinis;MZ-9K-2161;MEGZTINIAI;-;-;MINS;5,0000;16,5200;82,6000;21,0000;17,3500;99,9500;Megztiniai
MZ-9K-6682;Megztinis;MZ-9K-6682;MEGZTINIAI;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Megztiniai
MZ-9K-6725;Megztinis;MZ-9K-6725;MEGZTINIAI;-;-;MINS;3,0000;16,5200;49,5600;21,0000;10,4100;59,9700;Megztiniai
MZ-9K-6765;Megztinis;MZ-9K-6765;MEGZTINIAI;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Megztiniai
MZ-9K-7856;Megztinis;MZ-9K-7856;MEGZTINIAI;-;-;MINS;-1,0000;16,5200;-16,5200;21,0000;-3,4700;-19,9900;Megztiniai
MZ-9K-7856;Megztinis;MZ-9K-7856;MEGZTINIAI;-;-;MINS;5,0000;16,5200;82,6000;21,0000;17,3500;99,9500;Megztiniai
MZ-9K-7866;Megztinis;MZ-9K-7866;MEGZTINIAI;-;-;MINS;3,0000;16,5200;49,5600;21,0000;10,4100;59,9700;Megztiniai
MZ-9K-8295;Megztinis;MZ-9K-8295;MEGZTINIAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZ-9K-9124;Megztinis;MZ-9K-9124;MEGZTINIAI;-;-;MINS;2,0000;12,3900;24,7800;21,0000;5,2000;29,9800;Megztiniai
MZ-9K-954;Megztinis;MZ-9K-954;MEGZTINIAI;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Megztiniai
MZ-9K-955;Megztinis;MZ-9K-955;MEGZTINIAI;-;-;MINS;4,0000;14,0400;56,1600;21,0000;11,8000;67,9600;Megztiniai
MZ-9K-9810;Megztinis;MZ-9K-9810;MEGZTINIAI;-;-;MINS;16,0000;12,3900;198,2400;21,0000;41,6000;239,8400;Megztiniai
MZ-9K-99L;Megztinis;MZ-9K-99L;MEGZTINIAI;-;-;MINS;11,0000;8,2600;90,8600;21,0000;19,0300;109,8900;Megztiniai
MZ-9K-99T;Megztinis;MZ-9K-99T;MEGZTINIAI;-;-;MINS;-1,0000;8,2600;-8,2600;21,0000;-1,7300;-9,9900;Megztiniai
MZ-9K-99T;Megztinis;MZ-9K-99T;MEGZTINIAI;-;-;MINS;11,0000;8,2600;90,8600;21,0000;19,0300;109,8900;Megztiniai
MZ-9K-A35;Megztinis;MZ-9K-A35;MEGZTINIAI;-;-;MINS;3,0000;12,3900;37,1700;21,0000;7,8000;44,9700;Megztiniai
MZ-9K-A61;Megztinis;MZ-9K-A61;MEGZTINIAI;-;-;MINS;8,0000;16,5200;132,1600;21,0000;27,7600;159,9200;Megztiniai
MZ-9K-A952;Megztinis;MZ-9K-A952;MEGZTINIAI;-;-;MINS;4,0000;14,0400;56,1600;21,0000;11,8000;67,9600;Megztiniai
MZ-9K-AS464;Megztinis;MZ-9K-AS464;MEGZTINIAI;-;-;MINS;7,0000;16,5200;115,6400;21,0000;24,2900;139,9300;Megztiniai
MZ-9K-HS501;Megztinis;MZ-9K-HS501;MEGZTINIAI;-;-;MINS;6,0000;12,3900;74,3400;21,0000;15,6000;89,9400;Megztiniai
MZ-9K-HS548;Megztinis;MZ-9K-HS548;MEGZTINIAI;-;-;MINS;8,0000;14,0400;112,3200;21,0000;23,6000;135,9200;Megztiniai
MZ-9K-HS548;Megztinis;MZ-9K-HS548;MEGZTINIAI;-;-;MINS;-1,0000;14,0400;-14,0400;21,0000;-2,9500;-16,9900;Megztiniai
MZ-9K-HS843;Megztinis;MZ-9K-HS843;MEGZTINIAI;-;-;MINS;3,0000;14,0400;42,1200;21,0000;8,8500;50,9700;Megztiniai
MZ-9K-HS846;Megztinis;MZ-9K-HS846;MEGZTINIAI;-;-;MINS;5,0000;14,0400;70,2000;21,0000;14,7500;84,9500;Megztiniai
MZ-9K-HS857;Megztinis;MZ-9K-HS857;MEGZTINIAI;-;-;MINS;8,0000;14,0400;112,3200;21,0000;23,6000;135,9200;Megztiniai
MZ-9K-HS880;Megztinis;MZ-9K-HS880;MEGZTINIAI;-;-;MINS;8,0000;16,5200;132,1600;21,0000;27,7600;159,9200;Megztiniai
MZ-9K-KO1892;Kostiumas;MZ-9K-KO1892;KOSTIUMAI;-;-;MINS;5,0000;20,6500;103,2500;21,0000;21,7000;124,9500;kostiumai
MZ-9K-W5208;Megztinis;MZ-9K-W5208;MEGZTINIAI;-;-;MINS;3,0000;16,5200;49,5600;21,0000;10,4100;59,9700;Megztiniai
MZ-9K-W7823;Megztinis;MZ-9K-W7823;MEGZTINIAI;-;-;MINS;5,0000;16,5200;82,6000;21,0000;17,3500;99,9500;Megztiniai
MZ-9K-W7937;Megztinis;MZ-9K-W7937;MEGZTINIAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZKS-98-9066;Kostiumas;MZKS-98-9066;KOSTIUMAI;-;-;MINS;4,0000;24,7900;99,1600;21,0000;20,8000;119,9600;kostiumai
MZSK-97-97261;Suknelë;MZSK-97-97261;SUKNELES;-;-;MINS;4,0000;16,5200;66,0800;21,0000;13,8800;79,9600;Suknelës
MZSK-98-9029;Suknelë;MZSK-98-9029;SUKNELES;-;-;MINS;3,0000;16,5200;49,5600;21,0000;10,4100;59,9700;Suknelës
MZSK-98-97325;Suknelë;MZSK-98-97325;MEGZTINIAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZSK-98-9887;Suknelë;MZSK-98-9887;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
NK-86-5020;Naktiniai;NK-86-5020;NAKTINIAI;-;-;MINS;1,0000;6,6000;6,6000;21,0000;1,3900;7,9900;Naktiniai
NK-93-9408;Naktiniai;NK-93-9408;NAKTINIAI;-;-;MINS;1,0000;7,4300;7,4300;21,0000;1,5600;8,9900;Naktiniai
NK-94-DP9411;Naktiniai;NK-94-DP9411;NAKTINIAI;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Naktiniai
NK-98-138;Naktiniai;NK-98-138;NAKTINIAI;-;-;MINS;1,0000;6,6000;6,6000;21,0000;1,3900;7,9900;Naktiniai
NK-98-914;Naktiniai;NK-98-914;NAKTINIAI;-;-;MINS;3,0000;4,9500;14,8500;21,0000;3,1200;17,9700;Naktiniai
PA-18-AWSAR;Palaidinë;PA-18-AWSAR;PALAIDINES;-;-;MINS;3,0000;2,0700;6,2100;21,0000;1,2900;7,5000;Palaidinës
PA-18-MEGI;Palaidinë;PA-18-MEGI;PALAIDINES;-;-;MINS;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;Palaidinës
PA-19-AWSAR;Palaidinë;PA-19-AWSAR;PALAIDINES;-;-;MINS;5,0000;3,3000;16,5000;21,0000;3,4500;19,9500;Palaidinës
PA-19-DUNA;Palaidinë;PA-19-DUNA;PALAIDINES;-;-;MINS;-1,0000;3,3000;-3,3000;21,0000;-0,6900;-3,9900;Palaidinës
PA-19-DUNA;Palaidinë;PA-19-DUNA;PALAIDINES;-;-;MINS;24,0000;3,3000;79,2000;21,0000;16,5600;95,7600;Palaidinës
PA-19-MEGI;Palaidinë;PA-19-MEGI;PALAIDINES;-;-;MINS;14,0000;2,0700;28,9800;21,0000;6,0200;35,0000;Palaidinës
PA-19-VERA;Palaidinë;PA-19-VERA;PALAIDINES;-;-;MINS;3,0000;2,0700;6,2100;21,0000;1,2900;7,5000;Palaidinës
PA-19-WOM;Palaidinë;PA-19-WOM;PALAIDINES;-;-;MINS;30,0000;1,9513;58,5400;21,0000;12,1600;70,7000;Palaidinës
PA-73-IT05;Palaidinë;PA-73-IT05;PALAIDINES;-;-;MINS;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
PA-84-AWSAR;Palaidinë;PA-84-AWSAR;PALAIDINES;-;-;MINS;6,0000;2,0683;12,4100;21,0000;2,5900;15,0000;Palaidinës
PA-84-P169;Palaidinë;PA-84-P169;PALAIDINES;-;-;MINS;2,0000;3,7200;7,4400;21,0000;1,5600;9,0000;Palaidinës
PA-84-PM646;Palaidinë;PA-84-PM646;PALAIDINES;-;-;MINS;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;Palaidinës
PA-85-AW2299;Palaidinë;PA-85-AW2299;PALAIDINES;-;-;MINS;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
PA-85-PM5687;Palaidinë;PA-85-PM5687;PALAIDINES;-;-;MINS;2,0000;3,7200;7,4400;21,0000;1,5600;9,0000;Palaidinës
PA-85-PM603;Palaidinë;PA-85-PM603;PALAIDINES;-;-;MINS;4,0000;3,7200;14,8800;21,0000;3,1200;18,0000;Palaidinës
PA-85-VIVA;Palaidinë;PA-85-VIVA;PALAIDINES;-;-;MINS;2,0000;3,3000;6,6000;21,0000;1,3800;7,9800;Palaidinës
PA-91-AWSAR;Palaidinë;PA-91-AWSAR;PALAIDINES;-;-;MINS;1,0000;3,3000;3,3000;21,0000;0,6900;3,9900;Palaidinës
PA-91-FREE;Palaidinë;PA-91-FREE;PALAIDINES;-;-;MINS;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Palaidinës
PA-91-VIVA;Palaidinë;PA-91-VIVA;PALAIDINES;-;-;MINS;1,0000;0,2900;0,2900;21,0000;0,0600;0,3500;Palaidinës
PA-92-8121;Palaidinë;PA-92-8121;PALAIDINES;-;-;MINS;1,0000;0,9900;0,9900;21,0000;0,2100;1,2000;Palaidinës
PA-92-8126;Palaidinë;PA-92-8126;PALAIDINES;-;-;MINS;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-92-A2629;Palaidinë;PA-92-A2629;PALAIDINES;-;-;MINS;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-92-A2641;Palaidinë;PA-92-A2641;PALAIDINES;-;-;MINS;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-92-A2653;Palaidinë;PA-92-A2653;PALAIDINES;-;-;MINS;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-93-F8347;Palaidinë;PA-93-F8347;PALAIDINES;-;-;MINS;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-93-F8455;Palaidinë;PA-93-F8455;PALAIDINES;-;-;MINS;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-94-8393;Palaidinë;PA-94-8393;PALAIDINES;-;-;MINS;2,0000;6,2000;12,4000;21,0000;2,6000;15,0000;Palaidinës
PA-94-8561;Palaidinë;PA-94-8561;PALAIDINES;-;-;MINS;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-94-89796;Palaidinë;PA-94-89796;PALAIDINES;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Palaidinës
PA-94-P5398;Palaidinë;PA-94-P5398;PALAIDINES;-;-;MINS;2,0000;1,0700;2,1400;21,0000;0,4600;2,6000;Palaidinës
PA-94-P5502;Palaidinë;PA-94-P5502;PALAIDINES;-;-;MINS;1,0000;1,1600;1,1600;21,0000;0,2400;1,4000;Palaidinës
PA-94-P68124;Palaidinë;PA-94-P68124;PALAIDINES;-;-;MINS;1,0000;1,0700;1,0700;21,0000;0,2300;1,3000;Palaidinës
PA-96-AWSAR;Palaidinë;PA-96-AWSAR;PALAIDINES;-;-;MINS;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;Palaidinës
PA-96-M7135;Palaidinë;PA-96-M7135;PALAIDINES;-;-;MINS;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-96-VIVA;Palaidinë;PA-96-VIVA;PALAIDINES;-;-;MINS;2,0000;3,7200;7,4400;21,0000;1,5600;9,0000;Palaidinës
PA-IT04;Palaidinë;PA-IT04;PALAIDINES;-;-;MINS;1,0000;2,4700;2,4700;21,0000;0,5200;2,9900;Palaidinës
PA-P-7869-2;Palaidinë;PA-P-7869-2;PALAIDINES;-;-;MINS;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
PA-P-7882;Palaidinë;PA-P-7882;PALAIDINES;-;-;MINS;1,0000;3,3000;3,3000;21,0000;0,6900;3,9900;Palaidinës
PA-P-7883-26;Palaidinë;PA-P-7883-26;PALAIDINES;-;-;MINS;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
PARDAVEJOS;"pardavëjos - konsultantës registracija";PARDAVEJOS;;-;-;MINS;0,0000;0;0,0000;0,0000;0,0000;0,0000;
PB-235-B;Palaidinë;PB-235-B;PALAIDINES;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Palaidinës
PB-235B-B;Palaidinë;PB-235B-B;PALAIDINES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Palaidinës
PB-235B-C;Palaidinë;PB-235B-C;PALAIDINES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Palaidinës
PB-235B-D;Palaidinë;PB-235B-D;PALAIDINES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Palaidinës
PB-259-E;Palaidinë;PB-259-E;PALAIDINES;-;-;MINS;1,0000;2,4800;2,4800;21,0000;0,5200;3,0000;Palaidinës
PB-280-F;Palaidinë;PB-280-F;PALAIDINES;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Palaidinës
PB-285-C;Palaidinë;PB-285-C;PALAIDINES;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Palaidinës
PB-287-F;Palaidinë;PB-287-F;PALAIDINES;-;-;MINS;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;Palaidinës
PB-289B-D;Palaidinë;PB-289B-D;PALAIDINES;-;-;MINS;1,0000;10,7400;10,7400;21,0000;2,2500;12,9900;Palaidinës
PB-291-D;Palaidinë;PB-291-D;PALAIDINES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Palaidinës
PB-292-C;Palaidinë;PB-292-C;PALAIDINES;-;-;MINS;1,0000;10,7400;10,7400;21,0000;2,2500;12,9900;Palaidinës
PB-293-G;Palaidinë;PB-293-G;PALAIDINES;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Palaidinës
PB-295-F;Palaidinë;PB-295-F;PALAIDINES;-;-;MINS;-1,0000;10,7400;-10,7400;21,0000;-2,2500;-12,9900;Palaidinës
PB-295-F;Palaidinë;PB-295-F;PALAIDINES;-;-;MINS;1,0000;10,7400;10,7400;21,0000;2,2500;12,9900;Palaidinës
PB-295-J;Palaidinë;PB-295-J;PALAIDINES;-;-;MINS;1,0000;10,7400;10,7400;21,0000;2,2500;12,9900;Palaidinës
PC-298-G;Palaidinë;PC-298-G;PALAIDINES;-;-;MINS;1,0000;22,3100;22,3100;21,0000;4,6800;26,9900;Palaidinës
PC-300-G;Palaidinë;PC-300-G;PALAIDINES;-;-;MINS;1,0000;22,3100;22,3100;21,0000;4,6800;26,9900;Palaidinës
PC-300-H;Palaidinë;PC-300-H;PALAIDINES;-;-;MINS;1,0000;22,3100;22,3100;21,0000;4,6800;26,9900;Palaidinës
PC-300-I;Palaidinë;PC-300-I;PALAIDINES;-;-;MINS;1,0000;22,3100;22,3100;21,0000;4,6800;26,9900;Palaidinës
PED-V-96-01;"Vyr. pëdutës";PED-V-96-01;KOJINES;-;-;MINS;9,0000;0,3300;2,9700;21,0000;0,6300;3,6000;Kojinës
PK-8A-7809;Pëdkelnës;PK-8A-7809;PEDKELNES;-;-;MINS;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;"pëdkelnës, tamprës"
PK-8A-9022;Pëdkelnës;PK-8A-9022;PEDKELNES;-;-;MINS;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;"pëdkelnës, tamprës"
PK-BELLA;Pëdkelnës;PK-BELLA;PEDKELNES;-;-;MINS;10,0000;0,7410;7,4100;21,0000;1,5900;9,0000;"pëdkelnës, tamprës"
PR-80-PRIUSB;Pirðtinës;PR-80-PRIUSB;KEPURES;-;-;MINS;4,0000;4,5500;18,2000;21,0000;3,8000;22,0000;"Kepurës, ðalikai, pirðtinës"
PRA-2017;"Prancûzija 20170410";PRA-2017;;-;-;MINS;0,0000;0;0,0000;0,0000;0,0000;0,0000;
PTA-173-H;Paltas;PTA-173-H;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTA-182-B;Paltas;PTA-182-B;PALTAI;-;-;MINS;1,0000;41,3100;41,3100;21,0000;8,6800;49,9900;Paltai
PTA-196-B;Paltas;PTA-196-B;PALTAI;-;-;MINS;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Paltai
PTA-196-C;Paltas;PTA-196-C;PALTAI;-;-;MINS;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Paltai
PTA-196-D;Paltas;PTA-196-D;PALTAI;-;-;MINS;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Paltai
PTA-197K-C;Paltas;PTA-197K-C;PALTAI;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Paltai
PTA-197K-F;Paltas;PTA-197K-F;PALTAI;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Paltai
PTA-200-C;Paltas;PTA-200-C;PALTAI;-;-;MINS;-1,0000;33,0500;-33,0500;21,0000;-6,9400;-39,9900;Paltai
PTA-200-C;Paltas;PTA-200-C;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTA-200-D;Paltas;PTA-200-D;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
