Prekë;Pavadinimas;Barkodas;Grupë;Vartotojas;Sandëlis;Kiekis;Pard. kaina<br>(be PVM);Pard. suma;PVM proc.;PVM suma;Suma;Grupës pav.
SAL-99-MER;Ðalikas;SAL-99-MER;KEPURES;-;-;KEDA;2,0000;1,2400;2,4800;21,0000;0,5200;3,0000;"Kepurës, ðalikai, pirðtinës"
SAL-99-MERK;Ðalikas;SAL-99-MERK;KEPURES;-;-;KEDA;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Kepurës, ðalikai, pirðtinës"
SB-297-E;Sijonas;SB-297-E;SIJONAI;-;-;KEDA;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Sijonai
SB-298-F;Sijonas;SB-298-F;SIJONAI;-;-;KEDA;1,0000;14,8700;14,8700;21,0000;3,1200;17,9900;Sijonai
SC-163B-B;Sijonas;SC-163B-B;SIJONAI;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Sijonai
SC-163B-D;Sijonas;SC-163B-D;SIJONAI;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Sijonai
SC-163B-F;Sijonas;SC-163B-F;SIJONAI;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Sijonai
SC-163-C;Sijonas;SC-163-C;SIJONAI;-;-;KEDA;1,0000;13,2100;13,2100;21,0000;2,7800;15,9900;Sijonai
SC-163-F;Sijonas;SC-163-F;SIJONAI;-;-;KEDA;1,0000;13,2100;13,2100;21,0000;2,7800;15,9900;Sijonai
SC-163P-B;Sijonas;SC-163P-B;SIJONAI;-;-;KEDA;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Sijonai
SC-163P-F;Sijonas;SC-163P-F;SIJONAI;-;-;KEDA;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Sijonai
SC-302-C;Sijonas;SC-302-C;SIJONAI;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Sijonai
SC-302-E;Sijonas;SC-302-E;SIJONAI;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Sijonai
SC-302-G;Sijonas;SC-302-G;SIJONAI;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Sijonai
SC-303-B;Sijonas;SC-303-B;SIJONAI;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Sijonai
SC-303-F;Sijonas;SC-303-F;SIJONAI;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Sijonai
SKB-105-C;Suknelë;SKB-105-C;SUKNELES;-;-;KEDA;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-108-D;Suknelë;SKB-108-D;SUKNELES;-;-;KEDA;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-211-B;Suknelë;SKB-211-B;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-325B-E;Suknelë;SKB-325B-E;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-330B-D;Suknelë;SKB-330B-D;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-330B-E;Suknelë;SKB-330B-E;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-334B-B;Suknelë;SKB-334B-B;SUKNELES;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-334B-C;Suknelë;SKB-334B-C;SUKNELES;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-335B-C;Suknelë;SKB-335B-C;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-335B-E;Suknelë;SKB-335B-E;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-335B-F;Suknelë;SKB-335B-F;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-335B-G;Suknelë;SKB-335B-G;SUKNELES;-;-;KEDA;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Suknelës
SKB-335B-H;Suknelë;SKB-335B-H;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-335B-I;Suknelë;SKB-335B-I;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-350-C;Suknelë;SKB-350-C;SUKNELES;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-350-D;Suknelë;SKB-350-D;SUKNELES;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-350-E;Suknelë;SKB-350-E;SUKNELES;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-350-F;Suknelë;SKB-350-F;SUKNELES;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-352-F;Suknelë;SKB-352-F;SUKNELES;-;-;KEDA;1,0000;15,6900;15,6900;21,0000;3,3000;18,9900;Suknelës
SKB-352SJ-H;Suknelë;SKB-352SJ-H;SUKNELES;-;-;KEDA;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-352SR-H;Suknelë;SKB-352SR-H;SUKNELES;-;-;KEDA;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-355S-J;Suknelë;SKB-355S-J;SUKNELES;-;-;KEDA;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-365-D;Suknelë;SKB-365-D;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-379-H;Suknelë;SKB-379-H;SUKNELES;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-383-C;Suknelë;SKB-383-C;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-383-D;Suknelë;SKB-383-D;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-385-C;Suknelë;SKB-385-C;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-386-D;Suknelë;SKB-386-D;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-387-F;Suknelë;SKB-387-F;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-387-G;Suknelë;SKB-387-G;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-387-I;Suknelë;SKB-387-I;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-388-C;Suknelë;SKB-388-C;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-394-C;Suknelë;SKB-394-C;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-395-D;Suknelë;SKB-395-D;SUKNELES;-;-;KEDA;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-395-H;Suknelë;SKB-395-H;SUKNELES;-;-;KEDA;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-396-G;Suknelë;SKB-396-G;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-396-H;Suknelë;SKB-396-H;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-396-J;Suknelë;SKB-396-J;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-399-B;"Suknelë + apatinukas";SKB-399-B;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-403-F;Suknelë;SKB-403-F;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-405-C;Suknelë;SKB-405-C;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-405-E;Suknelë;SKB-405-E;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-405-G;Suknelë;SKB-405-G;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-407-G;Suknelë;SKB-407-G;SUKNELES;-;-;KEDA;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SKB-407-H;Suknelë;SKB-407-H;SUKNELES;-;-;KEDA;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SKB-407-H;Suknelë;SKB-407-H;SUKNELES;-;-;KEDA;-1,0000;20,6500;-20,6500;21,0000;-4,3400;-24,9900;Suknelës
SKB-407-I;Suknelë;SKB-407-I;SUKNELES;-;-;KEDA;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SKB-409-F;Suknelë;SKB-409-F;SUKNELES;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-409-H;Suknelë;SKB-409-H;SUKNELES;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-409-I;Suknelë;SKB-409-I;SUKNELES;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-410-D;Suknelë;SKB-410-D;SUKNELES;-;-;KEDA;1,0000;2,1500;2,1500;21,0000;0,4500;2,6000;Suknelës
SKB-410G-C;Suknelë;SKB-410G-C;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-411-I;Suknelë;SKB-411-I;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-411-I;Suknelë;SKB-411-I;SUKNELES;-;-;KEDA;-1,0000;16,5200;-16,5200;21,0000;-3,4700;-19,9900;Suknelës
SKB-411-J;Suknelë;SKB-411-J;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-412-E;Suknelë;SKB-412-E;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-412-F;Suknelë;SKB-412-F;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-413-B;Suknelë;SKB-413-B;SUKNELES;-;-;KEDA;1,0000;2,1500;2,1500;21,0000;0,4500;2,6000;Suknelës
SKB-414-D;Suknelë;SKB-414-D;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-414S-D;Suknelë;SKB-414S-D;SUKNELES;-;-;KEDA;1,0000;2,1500;2,1500;21,0000;0,4500;2,6000;Suknelës
SKB-415-E;Suknelë;SKB-415-E;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-416-J;Suknelë;SKB-416-J;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKC-418-E;Suknelë;SKC-418-E;SUKNELES;-;-;KEDA;1,0000;22,3100;22,3100;21,0000;4,6800;26,9900;Suknelës
SKC-418-F;Suknelë;SKC-418-F;SUKNELES;-;-;KEDA;1,0000;22,3100;22,3100;21,0000;4,6800;26,9900;Suknelës
SKC-418-G;Suknelë;SKC-418-G;SUKNELES;-;-;KEDA;1,0000;22,3100;22,3100;21,0000;4,6800;26,9900;Suknelës
SKC-418-I;Suknelë;SKC-418-I;SUKNELES;-;-;KEDA;1,0000;22,3100;22,3100;21,0000;4,6800;26,9900;Suknelës
SKC-418-J;Suknelë;SKC-418-J;SUKNELES;-;-;KEDA;1,0000;22,3100;22,3100;21,0000;4,6800;26,9900;Suknelës
SKC-419-B;Suknelë;SKC-419-B;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKC-419-D;Suknelë;SKC-419-D;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKC-419-E;Suknelë;SKC-419-E;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKC-419-F;Suknelë;SKC-419-F;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKC-420-B;Suknelë;SKC-420-B;SUKNELES;-;-;KEDA;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Suknelës
SKC-420-C;Suknelë;SKC-420-C;SUKNELES;-;-;KEDA;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Suknelës
SKC-420-D;Suknelë;SKC-420-D;SUKNELES;-;-;KEDA;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Suknelës
SKC-422-D;Suknelë;SKC-422-D;SUKNELES;-;-;KEDA;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SKC-422-E;Suknelë;SKC-422-E;SUKNELES;-;-;KEDA;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SKC-422-F;Suknelë;SKC-422-F;SUKNELES;-;-;KEDA;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SKC-423-D;Suknelë;SKC-423-D;SUKNELES;-;-;KEDA;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SKC-423-E;Suknelë;SKC-423-E;SUKNELES;-;-;KEDA;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SKC-423-F;Suknelë;SKC-423-F;SUKNELES;-;-;KEDA;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SKC-424-C;Suknelë;SKC-424-C;SUKNELES;-;-;KEDA;1,0000;18,1700;18,1700;21,0000;3,8200;21,9900;Suknelës
SKC-424-E;Suknelë;SKC-424-E;SUKNELES;-;-;KEDA;1,0000;18,1700;18,1700;21,0000;3,8200;21,9900;Suknelës
SKC-424-F;Suknelë;SKC-424-F;SUKNELES;-;-;KEDA;1,0000;18,1700;18,1700;21,0000;3,8200;21,9900;Suknelës
SKC-424-G;Suknelë;SKC-424-G;SUKNELES;-;-;KEDA;1,0000;18,1700;18,1700;21,0000;3,8200;21,9900;Suknelës
SPJ-91-FR4109;"Sport. kelnës";SPJ-91-FR4109;SPORTAS;-;-;KEDA;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;"sportinës kelnës, sportiniai kostiumai"
SPJ-91-FR4120;"Sport. kelnës";SPJ-91-FR4120;SPORTAS;-;-;KEDA;2,0000;6,2000;12,4000;21,0000;2,6000;15,0000;"sportinës kelnës, sportiniai kostiumai"
SPJ-98-V1062;"Sport. kelnës";SPJ-98-V1062;SPORTAS;-;-;KEDA;1,0000;7,4300;7,4300;21,0000;1,5600;8,9900;"sportinës kelnës, sportiniai kostiumai"
SPJ-98-V108;"Sport. kelnës";SPJ-98-V108;SPORTAS;-;-;KEDA;2,0000;7,4300;14,8600;21,0000;3,1200;17,9800;"sportinës kelnës, sportiniai kostiumai"
SPJ-98-V744;"Sport. kelnës";SPJ-98-V744;SPORTAS;-;-;KEDA;2,0000;7,4300;14,8600;21,0000;3,1200;17,9800;"sportinës kelnës, sportiniai kostiumai"
SPM-19-FEEL;"Sport. kelnës";SPM-19-FEEL;SPORTAS;-;-;KEDA;6,0000;8,2600;49,5600;21,0000;10,3800;59,9400;"sportinës kelnës, sportiniai kostiumai"
SPM-98-V822;"Sport. kelnës";SPM-98-V822;SPORTAS;-;-;KEDA;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;"sportinës kelnës, sportiniai kostiumai"
SPM-98-VESO;"Sport. kelnës";SPM-98-VESO;SPORTAS;-;-;KEDA;3,0000;7,4300;22,2900;21,0000;4,6800;26,9700;"sportinës kelnës, sportiniai kostiumai"
SR-95-3-50;Ðortai;SR-95-3-50;SORTAI;-;-;KEDA;1,0000;0,5000;0,5000;21,0000;0,1000;0,6000;ðortai
SR-96-9889R;Ðortai;SR-96-9889R;SORTAI;-;-;KEDA;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;ðortai
STB-158-E;Ðvarkas;STB-158-E;SVARKAI;-;-;KEDA;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Ðvarkai
STJ-8K-M305;Striukë;STJ-8K-M305;STRIUKES;-;-;KEDA;2,0000;24,7900;49,5800;21,0000;10,4000;59,9800;Striukës
STJ-8K-RU305;Striukë;STJ-8K-RU305;STRIUKES;-;-;KEDA;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Striukës
STM-80-508;Striukë;STM-80-508;STRIUKES;-;-;KEDA;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Striukës
STM-98-005;Striukë;STM-98-005;STRIUKES;-;-;KEDA;5,0000;20,6500;103,2500;21,0000;21,7000;124,9500;Striukës
STM-98-914;Striukë;STM-98-914;STRIUKES;-;-;KEDA;8,0000;24,7900;198,3200;21,0000;41,6000;239,9200;Striukës
STRC-1461-B;Sijonas;STRC-1461-B;SIJONAI;-;-;KEDA;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Sijonai
STRC-1461-C;Sijonas;STRC-1461-C;SIJONAI;-;-;KEDA;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Sijonai
STRC-1461-D;Sijonas;STRC-1461-D;SIJONAI;-;-;KEDA;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Sijonai
STRC-1461-E;Sijonas;STRC-1461-E;SIJONAI;-;-;KEDA;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Sijonai
STRC-1461-F;Sijonas;STRC-1461-F;SIJONAI;-;-;KEDA;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Sijonai
SVTC-1282-B;Ðvarkas;SVTC-1282-B;SVARKAI;-;-;KEDA;1,0000;18,1700;18,1700;21,0000;3,8200;21,9900;Ðvarkai
SVTC-1282-D;Ðvarkas;SVTC-1282-D;SVARKAI;-;-;KEDA;1,0000;18,1700;18,1700;21,0000;3,8200;21,9900;Ðvarkai
SVTC-1282-F;Ðvarkas;SVTC-1282-F;SVARKAI;-;-;KEDA;1,0000;18,1700;18,1700;21,0000;3,8200;21,9900;Ðvarkai
SVTC-1282-H;Ðvarkas;SVTC-1282-H;SVARKAI;-;-;KEDA;1,0000;18,1700;18,1700;21,0000;3,8200;21,9900;Ðvarkai
TKB-1493-A;Kelnës;TKB-1493-A;KELNES;-;-;KEDA;1,0000;0,9900;0,9900;21,0000;0,2100;1,2000;Kelnës
TKB-1493-B;Kelnës;TKB-1493-B;KELNES;-;-;KEDA;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Kelnës
TNB-1000-C;Naktiniai;TNB-1000-C;NAKTINIAI;-;-;KEDA;2,0000;2,7250;5,4500;21,0000;1,1400;6,5900;Naktiniai
TNB-1000-D;Naktiniai;TNB-1000-D;NAKTINIAI;-;-;KEDA;2,0000;2,7250;5,4500;21,0000;1,1400;6,5900;Naktiniai
TNB-1000-F;Naktiniai;TNB-1000-F;NAKTINIAI;-;-;KEDA;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Naktiniai
TNB-1000-G;Naktiniai;TNB-1000-G;NAKTINIAI;-;-;KEDA;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Naktiniai
TNB-1000-I;Naktiniai;TNB-1000-I;NAKTINIAI;-;-;KEDA;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Naktiniai
TPB-1387-H;Palaidinë;TPB-1387-H;PALAIDINES;-;-;KEDA;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
TPB-13S-D;Palaidinë;TPB-13S-D;PALAIDINES;-;-;KEDA;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Palaidinës
TPB-13S-F;Palaidinë;TPB-13S-F;PALAIDINES;-;-;KEDA;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Palaidinës
TPB-13T-E;Palaidinë;TPB-13T-E;PALAIDINES;-;-;KEDA;1,0000;3,3000;3,3000;21,0000;0,6900;3,9900;Palaidinës
TPB-1493-A;Palaidinë;TPB-1493-A;PALAIDINES;-;-;KEDA;1,0000;0,7400;0,7400;21,0000;0,1600;0,9000;Palaidinës
TPB-1493-B;Palaidinë;TPB-1493-B;PALAIDINES;-;-;KEDA;1,0000;0,7400;0,7400;21,0000;0,1600;0,9000;Palaidinës
TPB-1519-B;Palaidinë;TPB-1519-B;PALAIDINES;-;-;KEDA;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Palaidinës
TPC-13-B;Palaidinë;TPC-13-B;PALAIDINES;-;-;KEDA;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;Palaidinës
TPC-13-C;Palaidinë;TPC-13-C;PALAIDINES;-;-;KEDA;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;Palaidinës
TPC-13-D;Palaidinë;TPC-13-D;PALAIDINES;-;-;KEDA;2,0000;1,3250;2,6500;21,0000;0,5500;3,2000;Palaidinës
TPC-13-E;Palaidinë;TPC-13-E;PALAIDINES;-;-;KEDA;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;Palaidinës
TPC-13-F;Palaidinë;TPC-13-F;PALAIDINES;-;-;KEDA;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;Palaidinës
TPC-13-G;Palaidinë;TPC-13-G;PALAIDINES;-;-;KEDA;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;Palaidinës
TPC-13G-C;Palaidinë;TPC-13G-C;PALAIDINES;-;-;KEDA;3,0000;4,5500;13,6500;21,0000;2,8500;16,5000;Palaidinës
TPC-13G-D;Palaidinë;TPC-13G-D;PALAIDINES;-;-;KEDA;3,0000;4,5500;13,6500;21,0000;2,8500;16,5000;Palaidinës
TPC-13G-E;Palaidinë;TPC-13G-E;PALAIDINES;-;-;KEDA;2,0000;4,5500;9,1000;21,0000;1,9000;11,0000;Palaidinës
TPC-13G-F;Palaidinë;TPC-13G-F;PALAIDINES;-;-;KEDA;3,0000;4,5500;13,6500;21,0000;2,8500;16,5000;Palaidinës
TPC-13G-G;Palaidinë;TPC-13G-G;PALAIDINES;-;-;KEDA;3,0000;4,5500;13,6500;21,0000;2,8500;16,5000;Palaidinës
TPC-13G-H;Palaidinë;TPC-13G-H;PALAIDINES;-;-;KEDA;3,0000;4,5500;13,6500;21,0000;2,8500;16,5000;Palaidinës
TPC-13G-I;Palaidinë;TPC-13G-I;PALAIDINES;-;-;KEDA;3,0000;4,5500;13,6500;21,0000;2,8500;16,5000;Palaidinës
TPC-13G-J;Palaidinë;TPC-13G-J;PALAIDINES;-;-;KEDA;3,0000;4,5500;13,6500;21,0000;2,8500;16,5000;Palaidinës
TPC-13-H;Palaidinë;TPC-13-H;PALAIDINES;-;-;KEDA;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;Palaidinës
TPC-13-I;Palaidinë;TPC-13-I;PALAIDINES;-;-;KEDA;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;Palaidinës
TPC-13-J;Palaidinë;TPC-13-J;PALAIDINES;-;-;KEDA;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;Palaidinës
TPC-1461-B;Palaidinë;TPC-1461-B;PALAIDINES;-;-;KEDA;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
TPC-1461-C;Palaidinë;TPC-1461-C;PALAIDINES;-;-;KEDA;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
TPC-1461-D;Palaidinë;TPC-1461-D;PALAIDINES;-;-;KEDA;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
TPC-1461-E;Palaidinë;TPC-1461-E;PALAIDINES;-;-;KEDA;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
TPC-1461-F;Palaidinë;TPC-1461-F;PALAIDINES;-;-;KEDA;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
TPC-1461-G;Palaidinë;TPC-1461-G;PALAIDINES;-;-;KEDA;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
TPC-29-C;Palaidinë;TPC-29-C;PALAIDINES;-;-;KEDA;2,0000;4,5500;9,1000;21,0000;1,9000;11,0000;Palaidinës
TPC-29-E;Palaidinë;TPC-29-E;PALAIDINES;-;-;KEDA;2,0000;4,5500;9,1000;21,0000;1,9000;11,0000;Palaidinës
TPC-29-F;Palaidinë;TPC-29-F;PALAIDINES;-;-;KEDA;2,0000;4,5500;9,1000;21,0000;1,9000;11,0000;Palaidinës
TPC-29-G;Palaidinë;TPC-29-G;PALAIDINES;-;-;KEDA;2,0000;4,5500;9,1000;21,0000;1,9000;11,0000;Palaidinës
TPC-29-H;Palaidinë;TPC-29-H;PALAIDINES;-;-;KEDA;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Palaidinës
TPC-29-I;Palaidinë;TPC-29-I;PALAIDINES;-;-;KEDA;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Palaidinës
TPC-29-J;Palaidinë;TPC-29-J;PALAIDINES;-;-;KEDA;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Palaidinës
TSA-1332SN-D;Suknelë;TSA-1332SN-D;SUKNELES;-;-;KEDA;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
TSB-1128-I;Suknelë;TSB-1128-I;SUKNELES;-;-;KEDA;1,0000;10,7400;10,7400;21,0000;2,2500;12,9900;Suknelës
TSB-1155-B;Suknelë;TSB-1155-B;SUKNELES;-;-;KEDA;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Suknelës
TSB-1163-B;Suknelë;TSB-1163-B;SUKNELES;-;-;KEDA;-1,0000;6,2000;-6,2000;21,0000;-1,3000;-7,5000;Suknelës
TSB-1163-B;Suknelë;TSB-1163-B;SUKNELES;-;-;KEDA;2,0000;6,2000;12,4000;21,0000;2,6000;15,0000;Suknelës
TSB-1163-C;Suknelë;TSB-1163-C;SUKNELES;-;-;KEDA;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Suknelës
TSB-1163-D;Suknelë;TSB-1163-D;SUKNELES;-;-;KEDA;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Suknelës
TSB-1248B-C;Suknelë;TSB-1248B-C;SUKNELES;-;-;KEDA;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Suknelës
TSB-1288P-H;Suknelë;TSB-1288P-H;SUKNELES;-;-;KEDA;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Suknelës
TSB-1390-H;Suknelë;TSB-1390-H;SUKNELES;-;-;KEDA;1,0000;10,7400;10,7400;21,0000;2,2500;12,9900;Suknelës
TSB-1417-D;Suknelë;TSB-1417-D;SUKNELES;-;-;KEDA;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
