Kodas;Pavadinimas;Vnt.;Kaina;Kiekis;Suma;Sandëlis;Registras 3
LMC-BLJ620;Liemenëlë;vnt;5,0000;5,0000;25,0000;AREN;
LMC-BLJ8840;Liemenëlë;vnt;5,0000;5,0000;25,0000;AREN;
LMC-BLK620;Liemenëlë;vnt;5,0000;4,0000;20,0000;AREN;
LMC-BLK8840;Liemenëlë;vnt;5,0000;5,0000;25,0000;AREN;
LMC-BLM620;Liemenëlë;vnt;5,0000;6,0000;30,0000;AREN;
LMC-BLM8840;Liemenëlë;vnt;5,0000;6,0000;30,0000;AREN;
LMC-D2788;Liemenëlë;vnt;5,5000;1,0000;5,5000;AREN;
LMC-D5100;Liemenëlë;vnt;4,0000;4,0000;16,0000;AREN;
LMC-D693;Liemenëlë;vnt;4,0000;1,0000;4,0000;AREN;
LMC-D7200;Liemenëlë;vnt;4,5000;1,0000;4,5000;AREN;
LMC-D8039;Liemenëlë;vnt;5,5000;2,0000;11,0000;AREN;
LMC-D8090;Liemenëlë;vnt;4,5000;1,0000;4,5000;AREN;
LMC-D8115;Liemenëlë;vnt;6,5000;6,0000;39,0000;AREN;
LMC-D9321;Liemenëlë;vnt;5,0000;1,0000;5,0000;AREN;
LM-D1061;Liemenëlë;vnt;5,5000;4,0000;22,0000;AREN;
LMD-B1023;Liemenëlë;vnt;4,5000;7,0000;31,5000;AREN;
LMD-B1063;Liemenëlë;vnt;4,5000;5,0000;22,5000;AREN;
LMD-B8222;Liemenëlë;vnt;4,5000;9,0000;40,5000;AREN;
LMD-B8238;Liemenëlë;vnt;4,5000;6,0000;27,0000;AREN;
LMD-B8717;Liemenëlë;vnt;5,0000;6,0000;30,0000;AREN;
LMD-BLJ620;Liemenëlë;vnt;5,5000;6,0000;33,0000;AREN;
LMD-BLJ8840;Liemenëlë;vnt;5,5000;5,0000;27,5000;AREN;
LMD-BLK620;Liemenëlë;vnt;5,5000;5,0000;27,5000;AREN;
LMD-BLK8840;Liemenëlë;vnt;5,5000;6,0000;33,0000;AREN;
LMD-BLM620;Liemenëlë;vnt;5,5000;6,0000;33,0000;AREN;
LMD-BLM8840;Liemenëlë;vnt;5,5000;6,0000;33,0000;AREN;
LMD-BYALD;Liemenëlë;vnt;4,0000;10,0000;40,0000;AREN;
LMD-D611;Liemenëlë;vnt;3,5000;2,0000;7,0000;AREN;
LMD-D745;Liemenëlë;vnt;4,5000;1,0000;4,5000;AREN;
LMD-D8081;Liemenëlë;vnt;5,0000;1,0000;5,0000;AREN;
LMD-D8088;Liemenëlë;vnt;4,5000;1,0000;4,5000;AREN;
LMD-D8091;Liemenëlë;vnt;4,5000;2,0000;9,0000;AREN;
LMD-D8103;Liemenëlë;vnt;6,5000;1,0000;6,5000;AREN;
LMD-D821;Liemenëlë;vnt;5,0000;1,0000;5,0000;AREN;
LMDD-B5031;Liemenëlë;vnt;4,0000;5,0000;20,0000;AREN;
LMDD-BYALDD;Liemenëlë;vnt;4,5000;12,0000;54,0000;AREN;
LMDD-D3331;Liemenëlë;vnt;4,0000;1,0000;4,0000;AREN;
LMDD-K267;Liemenëlë;vnt;4,5000;2,0000;9,0000;AREN;
LMDD-SUSA;Liemenëlë;vnt;4,0000;5,0000;20,0000;AREN;
LMD-K1215;Liemenëlë;vnt;4,5000;3,0000;13,5000;AREN;
LMD-K5536;Liemenëlë;vnt;4,0000;10,0000;40,0000;AREN;
LMD-K898;Liemenëlë;vnt;5,0000;1,0000;5,0000;AREN;
LMD-KD115;Liemenëlë;vnt;4,0000;1,0000;4,0000;AREN;
LMD-KH100;Liemenëlë;vnt;4,0000;9,0000;36,0000;AREN;
LME-B3206;Liemenëlë;vnt;4,5000;2,0000;9,0000;AREN;
LME-B5003;Liemenëlë;vnt;3,5000;24,0000;84,0000;AREN;
LME-BD15;Liemenëlë;vnt;6,0000;4,0000;24,0000;AREN;
LME-BYALE;Liemenëlë;vnt;4,5000;12,0000;54,0000;AREN;
LME-D776;Liemenëlë;vnt;7,5000;6,0000;45,0000;AREN;
LME-D8294;Liemenëlë;vnt;4,0000;3,0000;12,0000;AREN;
LME-D831;Liemenëlë;vnt;5,0000;3,0000;15,0000;AREN;
LME-D8378;Liemenëlë;vnt;4,0000;2,0000;8,0000;AREN;
LME-K2944;Liemenëlë;vnt;4,0000;2,0000;8,0000;AREN;
LME-SUSA;Liemenëlë;vnt;4,0000;2,0000;8,0000;AREN;
LMF-BYALF;Liemenëlë;vnt;5,0000;18,0000;90,0000;AREN;
LMF-KF006;Liemenëlë;vnt;5,0000;1,0000;5,0000;AREN;
LMF-SUSA;Liemenëlë;vnt;4,0000;4,0000;16,0000;AREN;
LMG-YALG-1;Liemenëlë;vnt;5,0000;1,0000;5,0000;AREN;
LMM-K368;Liemenëlë;vnt;4,0000;7,0000;28,0000;AREN;
LMSP-D5270;Liemenëlë;vnt;3,0000;9,0000;27,0000;AREN;
LMSP-K2302;Liemenëlë;vnt;4,5000;4,0000;18,0000;AREN;
LMSP-K6251;Liemenëlë;vnt;5,5000;9,0000;49,5000;AREN;
LMSP-K8015;Liemenëlë;vnt;5,0000;12,0000;60,0000;AREN;
LMSP-K8023;Liemenëlë;vnt;2,5000;5,0000;12,5000;AREN;
LMSP-K8023-1;Liemenëlë;vnt;2,5000;12,0000;30,0000;AREN;
LPA-KYIWU;"Liekninanti palaidinë";vnt;4,5000;3,0000;13,5000;AREN;
M-15K-A-BL;"Med. ðvarkas";vnt;14,5000;4,0000;58,0000;AREN;
M-15K-C-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-15K-D-BL;"Med. ðvarkas";vnt;14,5000;2,0000;29,0000;AREN;
M-15K-E-BL;"Med. ðvarkas";vnt;14,5000;2,0000;29,0000;AREN;
M-15K-F-BL;"Med. ðvarkas";vnt;14,5000;2,0000;29,0000;AREN;
M-15K-I-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-17CHR-A-SZ;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-17CHR-B-SZ;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-17CHR-C-SZ;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-17CHR-D-SZ;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-17CHR-E-SZ;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-17CHR-F-SZ;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-17CHR-G-SZ;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-17CHR-H-SZ;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-20K-A-BL;"Med. kelnës";vnt;8,7000;2,0000;17,4000;AREN;
M-20K-A-SZ;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-B-BL;"Med. kelnës";vnt;8,7000;2,0000;17,4000;AREN;
M-20K-B-EL;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-B-JB;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-B-SZ;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-C-BL;"Med. kelnës";vnt;8,7000;2,0000;17,4000;AREN;
M-20K-C-EL;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-C-JB;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-D-BL;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-D-EL;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-D-JB;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-D-SZ;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-E-BL;"Med. kelnës";vnt;8,7000;2,0000;17,4000;AREN;
M-20K-E-EL;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-E-JB;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-E-SZ;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-F-BL;"Med. kelnës";vnt;8,7000;3,0000;26,1000;AREN;
M-20K-F-EL;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-F-JB;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-F-SZ;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-G-BL;"Med. kelnës";vnt;8,7000;3,0000;26,1000;AREN;
M-20K-G-EL;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-G-JB;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-G-SZ;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-20K-H-BL;"Med. kelnës";vnt;8,7000;1,0000;8,7000;AREN;
M-21K-A-BL;"Med. ðvarkas";vnt;14,5000;3,0000;43,5000;AREN;
M-21K-B-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-21K-C-BL;"Med. ðvarkas";vnt;14,5000;2,0000;29,0000;AREN;
M-21K-D-BL;"Med. ðvarkas";vnt;14,5000;2,0000;29,0000;AREN;
M-21K-E-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-21K-F-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-21K-G-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-28K-A-BL;"Med. ðvarkas";vnt;14,5000;2,0000;29,0000;AREN;
M-28K-B-BL;"Med. ðvarkas";vnt;14,5000;2,0000;29,0000;AREN;
M-28K-D-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-2K-B-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-2K-C-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-2K-D-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-2K-E-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-2K-F-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-2K-G-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-2K-H-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-7K-A-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-7K-B-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
M-7K-C-BL;"Med. ðvarkas";vnt;14,5000;1,0000;14,5000;AREN;
MAIS-1;Maiðelis;vnt;0,0500;270,0000;13,5000;AREN;
MAIS-2;Maiðelis;vnt;0,1000;500,0000;50,0000;AREN;PIRK
MAIS-2;Maiðelis;vnt;0,1000;260,0000;26,0000;AREN;
MAIS-3;Maiðelis;vnt;0,1500;200,0000;30,0000;AREN;PIRK
MAIS-3;Maiðelis;vnt;0,1500;71,0000;10,6500;AREN;
MAIS-LENK;Maiðelis;vnt;0,0100;321,0000;3,2100;AREN;PIRK
MK-95-C1940;"Maud. kostiumas";vnt;15,9900;1,0000;15,9900;AREN;
MK-95-HB2011;"Maud. kostiumas";vnt;18,9900;2,0000;37,9800;AREN;
MK-9K-18086;"Maud. kostiumas";vnt;20,9900;2,0000;41,9800;AREN;
MK-9K-19577;"Maud. kostiumas";vnt;18,9900;3,0000;56,9700;AREN;
MK-9K-217A;"Maud. kostiumas";vnt;18,9900;5,0000;94,9500;AREN;
MK-9K-8770;"Maud. kostiumas";vnt;18,9900;3,0000;56,9700;AREN;
MK-9K-BK025;"Maud. kostiumas";vnt;18,9900;2,0000;37,9800;AREN;
MK-9K-BK134;"Maud. kostiumas";vnt;18,9900;3,0000;56,9700;AREN;
MK-9K-BK203;"Maud. kostiumas";vnt;18,9900;1,0000;18,9900;AREN;
MK-9K-BK228;"Maud. kostiumas";vnt;20,9900;2,0000;41,9800;AREN;
MZ-97-1859;Megztinis;vnt;19,9900;3,0000;59,9700;AREN;
MZ-97-8787;Megztinis;vnt;11,9900;5,0000;59,9500;AREN;
MZ-97-89251;Megztinis;vnt;13,9900;4,0000;55,9600;AREN;
MZ-97-8929;Megztinis;vnt;17,9900;2,0000;35,9800;AREN;
MZ-97-9342;Megztinis;vnt;11,9900;5,0000;59,9500;AREN;
MZ-97-9407;Megztinis;vnt;11,9900;6,0000;71,9400;AREN;
MZ-97-9408;Megztinis;vnt;11,9900;5,0000;59,9500;AREN;
MZ-97-9449;Megztinis;vnt;19,9900;2,0000;39,9800;AREN;
MZ-97-97121;Megztinis;vnt;23,9900;5,0000;119,9500;AREN;
MZ-97-9739;Megztinis;vnt;7,9900;2,0000;15,9800;AREN;
MZ-97-97476;Megztinis;vnt;14,9900;5,0000;74,9500;AREN;
MZ-97-9769;Megztinis;vnt;7,9900;5,0000;39,9500;AREN;
MZ-97-97702;Megztinis;vnt;20,9900;1,0000;20,9900;AREN;
MZ-97-97727;Megztinis;vnt;20,9900;3,0000;62,9700;AREN;
MZ-98-96067;Megztinis;vnt;21,9900;5,0000;109,9500;AREN;
MZ-98-97050;Megztinis;vnt;13,9900;5,0000;69,9500;AREN;
MZ-98-9727;Megztinis;vnt;7,9900;9,0000;71,9100;AREN;
MZ-98-97742;Megztinis;vnt;20,9900;2,0000;41,9800;AREN;
MZ-99-9293;Megztinis;vnt;16,9900;3,0000;50,9700;AREN;
MZ-99-9312;Megztinis;vnt;16,9900;1,0000;16,9900;AREN;
MZ-99-9612;Megztinis;vnt;19,9900;3,0000;59,9700;AREN;
MZ-9K-1706;Megztinis;vnt;24,9900;1,0000;24,9900;AREN;
MZ-9K-1707;Megztinis;vnt;24,9900;2,0000;49,9800;AREN;
MZ-9K-2161;Megztinis;vnt;25,9900;3,0000;77,9700;AREN;
MZ-9K-6682;Megztinis;vnt;24,9900;4,0000;99,9600;AREN;
MZ-9K-6725;Megztinis;vnt;25,9900;4,0000;103,9600;AREN;
MZ-9K-6765;Megztinis;vnt;24,9900;3,0000;74,9700;AREN;
MZ-9K-7866;Megztinis;vnt;24,9900;4,0000;99,9600;AREN;
MZ-9K-8295;Megztinis;vnt;24,9900;2,0000;49,9800;AREN;
MZ-9K-9123;Megztinis;vnt;21,9900;5,0000;109,9500;AREN;
MZ-9K-9124;Megztinis;vnt;19,9900;3,0000;59,9700;AREN;
MZ-9K-951;Megztinis;vnt;25,9900;4,0000;103,9600;AREN;
MZ-9K-954;Megztinis;vnt;25,9900;3,0000;77,9700;AREN;
MZ-9K-955;Megztinis;vnt;21,9900;5,0000;109,9500;AREN;
MZ-9K-9810;Megztinis;vnt;19,9900;1,0000;19,9900;AREN;
MZ-9K-99L;Megztinis;vnt;12,9900;6,0000;77,9400;AREN;
MZ-9K-99T;Megztinis;vnt;12,9900;6,0000;77,9400;AREN;
MZ-9K-A61;Megztinis;vnt;25,9900;1,0000;25,9900;AREN;
MZ-9K-A995;Megztinis;vnt;25,9900;2,0000;51,9800;AREN;
MZ-9K-AS464;Megztinis;vnt;25,9900;1,0000;25,9900;AREN;
MZ-9K-HS501;Megztinis;vnt;17,9900;1,0000;17,9900;AREN;
MZ-9K-HS548;Megztinis;vnt;21,9900;3,0000;65,9700;AREN;
MZ-9K-HS843;Megztinis;vnt;19,9900;1,0000;19,9900;AREN;
MZ-9K-HS880;Megztinis;vnt;24,9900;1,0000;24,9900;AREN;
MZ-9K-KO1892;Kostiumas;vnt;29,9900;2,0000;59,9800;AREN;
MZ-9K-W5208;Megztinis;vnt;26,9900;3,0000;80,9700;AREN;
MZ-9K-W7823;Megztinis;vnt;26,9900;1,0000;26,9900;AREN;
MZ-9K-W7995;Megztinis;vnt;26,9900;2,0000;53,9800;AREN;
MZ-9Y-601G;Megztinis;vnt;16,9900;3,0000;50,9700;AREN;
MZ-9Y-601M;Megztinis;vnt;16,9900;3,0000;50,9700;AREN;
MZ-9Y-601R;Megztinis;vnt;16,9900;3,0000;50,9700;AREN;
MZ-9Y-602BA;Megztinis;vnt;17,9900;4,0000;71,9600;AREN;
MZ-9Y-602M;Megztinis;vnt;17,9900;4,0000;71,9600;AREN;
MZ-9Y-604J;Megztinis;vnt;20,9900;4,0000;83,9600;AREN;
MZ-9Y-610J;Megztinis;vnt;16,9900;4,0000;67,9600;AREN;
MZ-9Y-610RU;Megztinis;vnt;16,9900;4,0000;67,9600;AREN;
MZ-9Y-612M;Megztinis;vnt;21,9900;3,0000;65,9700;AREN;
MZ-9Y-612R;Megztinis;vnt;21,9900;3,0000;65,9700;AREN;
MZ-9Y-614P;Megztinis;vnt;16,9900;4,0000;67,9600;AREN;
MZ-9Y-617O;Megztinis;vnt;17,9900;4,0000;71,9600;AREN;
MZ-9Y-617P;Megztinis;vnt;17,9900;4,0000;71,9600;AREN;
MZ-9Y-618HA;Megztinis;vnt;29,9900;3,0000;89,9700;AREN;
MZ-9Y-618RU;Megztinis;vnt;29,9900;3,0000;89,9700;AREN;
MZSK-97-9887;Suknelë;vnt;23,9900;2,0000;47,9800;AREN;
NK-98-138;Naktiniai;vnt;7,9900;6,0000;47,9400;AREN;
NK-98-161;Naktiniai;vnt;7,9900;5,0000;39,9500;AREN;
NK-98-914;Naktiniai;vnt;5,9900;6,0000;35,9400;AREN;
PA-18-AWSAR;Palaidinë;vnt;5,9900;21,0000;125,7900;AREN;
PA-19-AWSAR;Palaidinë;vnt;5,9900;13,0000;77,8700;AREN;
PA-19-DUNA;Palaidinë;vnt;4,5000;11,0000;49,5000;AREN;
PA-19-MEGI;Palaidinë;vnt;3,5000;16,0000;56,0000;AREN;
PA-19-VERA;Palaidinë;vnt;2,5000;4,0000;10,0000;AREN;
PA-19-WOM;Palaidinë;vnt;3,5000;35,0000;122,5000;AREN;
PA-276-E;Palaidinë;vnt;27,9900;1,0000;27,9900;AREN;
PA-75-190;Palaidinë;vnt;9,9900;2,0000;19,9800;AREN;
PA-75-79H;Palaidinë;vnt;9,9900;4,0000;39,9600;AREN;
PA-75-ME1117;Palaidinë;vnt;12,9900;1,0000;12,9900;AREN;
PA-82-F7223;Palaidinë;vnt;9,9900;2,0000;19,9800;AREN;
PA-82-F7239;Palaidinë;vnt;8,9900;3,0000;26,9700;AREN;
PA-83-AW2175;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-83-AW2178;Palaidinë;vnt;10,9900;2,0000;21,9800;AREN;
PA-83-F7273;Palaidinë;vnt;8,9900;1,0000;8,9900;AREN;
PA-84-AWSAR;Palaidinë;vnt;4,9900;14,0000;69,8600;AREN;
PA-84-P1017;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-84-P8157;Palaidinë;vnt;10,9900;1,0000;10,9900;AREN;
PA-84-P8162;Palaidinë;vnt;10,9900;2,0000;21,9800;AREN;
PA-84-P991;Palaidinë;vnt;10,9900;1,0000;10,9900;AREN;
PA-84-P992;Palaidinë;vnt;10,9900;2,0000;21,9800;AREN;
PA-84-PM649;Palaidinë;vnt;10,9900;3,0000;32,9700;AREN;
PA-84-PM976;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-85-AW2242;Palaidinë;vnt;11,9900;2,0000;23,9800;AREN;
PA-85-AW2258;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-85-AW2294;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-85-AW2299;Palaidinë;vnt;11,9900;4,0000;47,9600;AREN;
PA-85-AW2309;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-85-AW291;Palaidinë;vnt;11,9900;5,0000;59,9500;AREN;
PA-85-PM603;Palaidinë;vnt;8,9900;1,0000;8,9900;AREN;
PA-85-PM610;Palaidinë;vnt;8,9900;1,0000;8,9900;AREN;
PA-85-PM616;Palaidinë;vnt;8,9900;1,0000;8,9900;AREN;
PA-85-PM618-1;Palaidinë;vnt;11,9900;2,0000;23,9800;AREN;
PA-85-PM622;Palaidinë;vnt;11,9900;2,0000;23,9800;AREN;
PA-85-PM629;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-85-PM8007;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-85-PM8008;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-85-PM8013;Palaidinë;vnt;11,9900;10,0000;119,9000;AREN;
PA-85-PM806;Palaidinë;vnt;11,9900;3,0000;35,9700;AREN;
PA-85-VIVA;Palaidinë;vnt;5,5000;9,0000;49,5000;AREN;
PA-86-IT2017;Palaidinë;vnt;18,9900;1,0000;18,9900;AREN;
PA-91-AWSAR;Palaidinë;vnt;7,5000;1,0000;7,5000;AREN;
PA-91-FE8187;Palaidinë;vnt;10,9900;1,0000;10,9900;AREN;
PA-91-FR8144;Palaidinë;vnt;10,9900;1,0000;10,9900;AREN;
PA-91-FR8188;Palaidinë;vnt;10,9900;1,0000;10,9900;AREN;
PA-91-FREE;Palaidinë;vnt;6,9900;7,0000;48,9300;AREN;
PA-91-MEGI;Palaidinë;vnt;3,5000;2,0000;7,0000;AREN;
PA-91-VIVA;Palaidinë;vnt;3,5000;4,0000;14,0000;AREN;
PA-91-VIVAP;Palaidinë;vnt;3,5000;2,0000;7,0000;AREN;
PA-92-7536;Palaidinë;vnt;9,9900;3,0000;29,9700;AREN;
PA-92-7717;Palaidinë;vnt;9,9900;2,0000;19,9800;AREN;
PA-92-A2622;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-92-A2653;Palaidinë;vnt;11,9900;3,0000;35,9700;AREN;
PA-92-A2658;Palaidinë;vnt;12,9900;2,0000;25,9800;AREN;
PA-92-A2659;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-92-F7446;Palaidinë;vnt;11,9900;2,0000;23,9800;AREN;
PA-92-F7454;Palaidinë;vnt;11,9900;3,0000;35,9700;AREN;
PA-92-F7464;Palaidinë;vnt;11,9900;4,0000;47,9600;AREN;
PA-92-F7492;Palaidinë;vnt;12,9900;1,0000;12,9900;AREN;
PA-92-F8190;Palaidinë;vnt;10,9900;1,0000;10,9900;AREN;
PA-92-F8236;Palaidinë;vnt;10,9900;1,0000;10,9900;AREN;
PA-92-F8289;Palaidinë;vnt;10,9900;1,0000;10,9900;AREN;
PA-92-VIVA;Palaidinë;vnt;7,9900;24,0000;191,7600;AREN;
PA-93-DUNA;Palaidinë;vnt;4,5000;4,0000;18,0000;AREN;
PA-93-F7523;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-93-F8366;Palaidinë;vnt;11,9900;2,0000;23,9800;AREN;
PA-93-F8411;Palaidinë;vnt;11,9900;3,0000;35,9700;AREN;
PA-93-P5259;Palaidinë;vnt;12,9900;3,0000;38,9700;AREN;
PA-93-P5350;Palaidinë;vnt;11,9900;2,0000;23,9800;AREN;
PA-93-P5351;Palaidinë;vnt;11,9900;2,0000;23,9800;AREN;
PA-93-P5360;Palaidinë;vnt;12,9900;2,0000;25,9800;AREN;
PA-93-VIVA;Palaidinë;vnt;7,9900;5,0000;39,9500;AREN;
PA-94-6-10;Palaidinë;vnt;7,5000;2,0000;15,0000;AREN;
PA-94-6-20;Palaidinë;vnt;7,5000;1,0000;7,5000;AREN;
PA-94-6-6;Palaidinë;vnt;7,5000;2,0000;15,0000;AREN;
PA-94-8393;Palaidinë;vnt;11,9900;2,0000;23,9800;AREN;
PA-94-8499;Palaidinë;vnt;11,9900;3,0000;35,9700;AREN;
PA-94-8532;Palaidinë;vnt;11,9900;4,0000;47,9600;AREN;
PA-94-8609;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-94-89898;Palaidinë;vnt;17,9900;2,0000;35,9800;AREN;
PA-94-P5371;Palaidinë;vnt;13,9900;1,0000;13,9900;AREN;
PA-94-P5406;Palaidinë;vnt;12,9900;1,0000;12,9900;AREN;
PA-94-P5503;Palaidinë;vnt;13,9900;2,0000;27,9800;AREN;
PA-94-P68109;Palaidinë;vnt;14,9900;1,0000;14,9900;AREN;
PA-94-P8069;Palaidinë;vnt;10,9900;1,0000;10,9900;AREN;
PA-95-VIVAB;Palaidinë;vnt;9,9900;1,0000;9,9900;AREN;
PA-96-6-1;Palaidinë;vnt;7,5000;4,0000;30,0000;AREN;
PA-96-6-12;Palaidinë;vnt;7,5000;5,0000;37,5000;AREN;
PA-96-6-18;Palaidinë;vnt;7,5000;2,0000;15,0000;AREN;
PA-96-6-19;Palaidinë;vnt;7,5000;5,0000;37,5000;AREN;
PA-96-AWSAR;Palaidinë;vnt;2,5000;4,0000;10,0000;AREN;
PA-96-M7065;Palaidinë;vnt;14,9900;3,0000;44,9700;AREN;
PA-96-M7097;Palaidinë;vnt;14,9900;2,0000;29,9800;AREN;
PA-96-M7160;Palaidinë;vnt;14,9900;4,0000;59,9600;AREN;
PA-96-M7364;Palaidinë;vnt;11,9900;1,0000;11,9900;AREN;
PA-96-M7413;Palaidinë;vnt;14,9900;2,0000;29,9800;AREN;
PA-96-M7474;Palaidinë;vnt;12,9900;1,0000;12,9900;AREN;
PA-96-VIVA;Palaidinë;vnt;4,5000;2,0000;9,0000;AREN;
PA-9-WOM;Palaidinë;vnt;3,5000;1,0000;3,5000;AREN;
PB-235B-A;Palaidinë;vnt;29,9900;1,0000;29,9900;AREN;
PB-235B-B;Palaidinë;vnt;29,9900;1,0000;29,9900;AREN;
PB-235B-C;Palaidinë;vnt;29,9900;1,0000;29,9900;AREN;
PB-235B-E;Palaidinë;vnt;29,9900;1,0000;29,9900;AREN;
PB-235F-B;Palaidinë;vnt;23,9900;1,0000;23,9900;AREN;
PB-235F-C;Palaidinë;vnt;23,9900;1,0000;23,9900;AREN;
PB-235F-D;Palaidinë;vnt;23,9900;1,0000;23,9900;AREN;
PB-271-E;Palaidinë;vnt;21,9900;1,0000;21,9900;AREN;
PB-271-G;Palaidinë;vnt;21,9900;1,0000;21,9900;AREN;
PB-280-B;Palaidinë;vnt;23,9900;1,0000;23,9900;AREN;
PB-280-C;Palaidinë;vnt;23,9900;1,0000;23,9900;AREN;
PB-280-D;Palaidinë;vnt;23,9900;2,0000;47,9800;AREN;
PB-280-E;Palaidinë;vnt;23,9900;1,0000;23,9900;AREN;
PB-280-F;Palaidinë;vnt;23,9900;2,0000;47,9800;AREN;
PB-280-G;Palaidinë;vnt;23,9900;1,0000;23,9900;AREN;
PB-282-E;Palaidinë;vnt;36,9900;1,0000;36,9900;AREN;
PB-285-C;Palaidinë;vnt;23,9900;1,0000;23,9900;AREN;
PB-285-D;Palaidinë;vnt;23,9900;2,0000;47,9800;AREN;
PB-285-F;Palaidinë;vnt;23,9900;2,0000;47,9800;AREN;
PB-285-G;Palaidinë;vnt;23,9900;1,0000;23,9900;AREN;
PB-287-B;Palaidinë;vnt;14,9900;1,0000;14,9900;AREN;
PB-289-B;Palaidinë;vnt;14,9900;1,0000;14,9900;AREN;
PB-289-F;Palaidinë;vnt;14,9900;1,0000;14,9900;AREN;
PB-290-E;Palaidinë;vnt;22,9900;1,0000;22,9900;AREN;
PB-291-B;Palaidinë;vnt;29,9900;1,0000;29,9900;AREN;
PB-291-C;Palaidinë;vnt;29,9900;1,0000;29,9900;AREN;
PB-291-D;Palaidinë;vnt;29,9900;1,0000;29,9900;AREN;
PB-291-E;Palaidinë;vnt;29,9900;1,0000;29,9900;AREN;
PB-291-F;Palaidinë;vnt;29,9900;1,0000;29,9900;AREN;
PB-292-B;Palaidinë;vnt;17,9900;1,0000;17,9900;AREN;
PB-292-D;Palaidinë;vnt;17,9900;1,0000;17,9900;AREN;
PB-293-B;Palaidinë;vnt;27,9900;2,0000;55,9800;AREN;
